Country,Site,Time_Period,Absolute_Time,Unique,Culture,Reference,Species,Species_Sum,Percentage,Abundance,Absolute,Stetigkeit_(%_der_Fundplätze),Presence_Absence,Semi_Quantitative_old,Semi_Quantitative,Notes,...18
G,Mecklenburg-Vorpommern,LBA,1100-600,NA,Unknown,"Effenberger 2018, Abb. 30",Secale cereale,Secale cereale,NA,3,NA,NA,x,x,x,NA,NA
G,Niedersachsen Riverine Areas,LBA,1100-600,1,Unknown,"Effenberger 2018, Abb. 30",Hordeum vulgare (hulled),Hordeum vulgare (hulled),NA,16.3,NA,NA,x,xxx,x,NA,NA
G,Niedersachsen Riverine Areas,LBA,1100-600,NA,Unknown,"Effenberger 2018, Abb. 30",Hordeum vulgare nudum,Hordeum vulgare nudum,NA,19.2,NA,NA,x,xxx,x,NA,NA
G,Niedersachsen Riverine Areas,LBA,1100-600,NA,Unknown,"Effenberger 2018, Abb. 30",Triticum dicoccum,Triticum dicoccum,NA,26.2,NA,NA,x,xxxx,xx,NA,NA
G,Niedersachsen Riverine Areas,LBA,1100-600,NA,Unknown,"Effenberger 2018, Abb. 30",Triticum monococcum,Triticum monococcum,NA,1.9,NA,NA,x,x,x,NA,NA
G,Niedersachsen Riverine Areas,LBA,1100-600,NA,Unknown,"Effenberger 2018, Abb. 30",Triticum spelta,Triticum spelta,NA,7,NA,NA,x,xx,x,NA,NA
G,Niedersachsen Riverine Areas,LBA,1100-600,NA,Unknown,"Effenberger 2018, Abb. 30",Triticum aest/dur/turg,Triticum aest/dur/turg,NA,5.6,NA,NA,x,x,x,NA,NA
G,Niedersachsen Riverine Areas,LBA,1100-600,NA,Unknown,"Effenberger 2018, Abb. 30",Panicum miliaceum,Panicum miliaceum,NA,13.6,NA,NA,x,xx,x,NA,NA
G,Niedersachsen Riverine Areas,LBA,1100-600,NA,Unknown,"Effenberger 2018, Abb. 30",Setaria italica,Setaria italica,NA,3.2,NA,NA,x,x,x,NA,NA
G,Niedersachsen Riverine Areas,LBA,1100-600,NA,Unknown,"Effenberger 2018, Abb. 30",Avena sp.,Avena sp.,NA,5.4,NA,NA,x,x,x,NA,NA
G,Niedersachsen Riverine Areas,LBA,1100-600,NA,Unknown,"Effenberger 2018, Abb. 30",Secale cereale,Secale cereale,NA,1.6,NA,NA,x,x,x,NA,NA
G,North Schleswig-Holstein,LBA,1100-600,1,Unknown,"Effenberger 2018, Abb. 30",Hordeum vulgare (hulled),Hordeum vulgare (hulled),NA,30.2,NA,NA,x,xxxx,xx,NA,NA
G,North Schleswig-Holstein,LBA,1100-600,NA,Unknown,"Effenberger 2018, Abb. 30",Hordeum vulgare nudum,Hordeum vulgare nudum,NA,30.1,NA,NA,x,xxx,xx,NA,NA
G,North Schleswig-Holstein,LBA,1100-600,NA,Unknown,"Effenberger 2018, Abb. 30",Triticum dicoccum,Triticum dicoccum,NA,8.7,NA,NA,x,x,x,NA,NA
G,North Schleswig-Holstein,LBA,1100-600,NA,Unknown,"Effenberger 2018, Abb. 30",Triticum spelta,Triticum spelta,NA,8.9,NA,NA,x,x,x,NA,NA
G,North Schleswig-Holstein,LBA,1100-600,NA,Unknown,"Effenberger 2018, Abb. 30",Triticum aest/dur/turg,Triticum aest/dur/turg,NA,5.1,NA,NA,x,x,x,NA,NA
G,North Schleswig-Holstein,LBA,1100-600,NA,Unknown,"Effenberger 2018, Abb. 30",Panicum miliaceum,Panicum miliaceum,NA,4.9,NA,NA,x,x,x,NA,NA
G,North Schleswig-Holstein,LBA,1100-600,NA,Unknown,"Effenberger 2018, Abb. 30",Avena sp.,Avena sp.,NA,12.1,NA,NA,x,xx,x,NA,NA
G,Rodenkirchen/Ldkr. Wesermarsch,LBA,1000-800,1,Unknown,Kučan 2007,Hordeum vulgare,Hordeum vulgare,NA,NA,699,60,x,xxx,x,NA,>100
G,Rodenkirchen/Ldkr. Wesermarsch,LBA,1000-800,NA,Unknown,Kučan 2007,Hordeum vulgare nudum,Hordeum vulgare nudum,NA,NA,1,1,x,x,x,NA,1-2
G,Rodenkirchen/Ldkr. Wesermarsch,LBA,1000-800,NA,Unknown,Kučan 2007,Avena sativa,Avena sativa,NA,NA,1,1,x,x,x,NA,1-2
G,Rodenkirchen/Ldkr. Wesermarsch,LBA,1000-800,NA,Unknown,Kučan 2007,Avena fatua,Avena sp.,NA,NA,<=50,NA,x,x,x,NA,<=50
G,Rodenkirchen/Ldkr. Wesermarsch,LBA,1000-800,NA,Unknown,Kučan 2007,Avena sp.,Avena sp.,NA,NA,<=50,NA,x,x,x,NA,<=50
G,Rodenkirchen/Ldkr. Wesermarsch,LBA,1000-800,NA,Unknown,Kučan 2007,Triticum dicoccum,Triticum dicoccum,NA,NA,51,20,x,xx,x,NA,<=100
G,Rodenkirchen/Ldkr. Wesermarsch,LBA,1000-800,NA,Unknown,Kučan 2007,Triticum monococcum,Triticum monococcum,NA,NA,25,11,x,x,x,NA,<=50
G,Rodenkirchen/Ldkr. Wesermarsch,LBA,1000-800,NA,Unknown,Kučan 2007,Triticum spelta,Triticum spelta,NA,NA,0,NA,0,0,0,NA,0
G,Rodenkirchen/Ldkr. Wesermarsch,LBA,1000-800,NA,Unknown,Kučan 2007,Triticum aestivum s.l.,Triticum aestivum s.l.,NA,NA,2,2,x,x,x,NA,1-2
G,Rodenkirchen/Ldkr. Wesermarsch,LBA,1000-800,NA,Unknown,Kučan 2007,Secale cereale,Secale cereale,NA,NA,0,NA,0,0,0,NA,0
G,Rodenkirchen/Ldkr. Wesermarsch,LBA,1000-800,NA,Unknown,Kučan 2007,Panicum miliaceum,Panicum miliaceum,NA,NA,73,17,x,xx,x,NA,<=100
G,Rodenkirchen/Ldkr. Wesermarsch,LBA,1000-800,NA,Unknown,Kučan 2007,Linum usitatissimum,Linum usitatissimum,NA,NA,1564,116,x,xxx,x,NA,>100
G,Rodenkirchen/Ldkr. Wesermarsch,LBA,1000-800,NA,Unknown,Kučan 2007,Camelina sativa,Camelina sativa,NA,NA,4821,89,x,xxxx,xxx,NA,>100
G,Rodenkirchen/Ldkr. Wesermarsch,LBA,1000-800,NA,Unknown,Kučan 2007,Vicia faba var. Minor,Vicia faba var. Minor,NA,NA,1,1,x,x,x,NA,1-2
G,Rodenkirchen/Ldkr. Wesermarsch,LBA,1000-800,NA,Unknown,Kučan 2007,Pisum sativum,Pisum sativum,NA,NA,0,NA,0,0,0,NA,NA
G,Rodenkirchen/Ldkr. Wesermarsch,LBA,1000-800,NA,Unknown,Kučan 2007,Corylus avellana,Corylus avellana,NA,NA,3,3,x,x,x,NA,NA
G,Rodenkirchen/Ldkr. Wesermarsch,LBA,1000-800,NA,Unknown,Kučan 2007,Crataegus monogyna,Crataegus monogyna,NA,NA,4,3,x,x,x,NA,NA
G,Rodenkirchen/Ldkr. Wesermarsch,LBA,1000-800,NA,Unknown,Kučan 2007,Fragraria vesca,Fragraria sp.,NA,NA,1,1,x,x,x,NA,NA
G,Rodenkirchen/Ldkr. Wesermarsch,LBA,1000-800,NA,Unknown,Kučan 2007,Juniperus communis,Juniperus communis,NA,NA,1,1,x,x,x,NA,NA
G,Rodenkirchen/Ldkr. Wesermarsch,LBA,1000-800,NA,Unknown,Kučan 2007,Malus sylvestris,Malus sylvestris,NA,NA,1,1,x,x,x,NA,NA
G,Rodenkirchen/Ldkr. Wesermarsch,LBA,1000-800,NA,Unknown,Kučan 2007,Prunus spinosa,Prunus spinosa,NA,NA,116,5,x,xx,x,NA,NA
G,Rodenkirchen/Ldkr. Wesermarsch,LBA,1000-800,NA,Unknown,Kučan 2007,Rosa sp. Brst.,Rosa sp. Brst.,NA,NA,7,3,x,x,x,NA,NA
G,Rodenkirchen/Ldkr. Wesermarsch,LBA,1000-800,NA,Unknown,Kučan 2007,Rubus fruticosus,Rubus sp.,NA,NA,19,4,x,x,x,NA,NA
G,South Schleswig-Holstein,LBA,1100-600,NA,Unknown,"Effenberger 2018, Abb. 30",Hordeum vulgare (hulled),Hordeum vulgare (hulled),NA,25.9,NA,NA,x,xxxx,xx,NA,NA
G,South Schleswig-Holstein,LBA,1100-600,NA,Unknown,"Effenberger 2018, Abb. 30",Hordeum vulgare nudum,Hordeum vulgare nudum,NA,9,NA,NA,x,x,x,NA,NA
G,South Schleswig-Holstein,LBA,1100-600,NA,Unknown,"Effenberger 2018, Abb. 30",Triticum dicoccum,Triticum dicoccum,NA,21.2,NA,NA,x,xxx,x,NA,NA
G,South Schleswig-Holstein,LBA,1100-600,NA,Unknown,"Effenberger 2018, Abb. 30",Triticum monococcum,Triticum monococcum,NA,3.3,NA,NA,x,x,x,NA,NA
G,South Schleswig-Holstein,LBA,1100-600,NA,Unknown,"Effenberger 2018, Abb. 30",Triticum spelta,Triticum spelta,NA,10,NA,NA,x,xx,x,NA,NA
G,South Schleswig-Holstein,LBA,1100-600,NA,Unknown,"Effenberger 2018, Abb. 30",Triticum aest/dur/turg,Triticum aest/dur/turg,NA,8.6,NA,NA,x,x,x,NA,NA
G,South Schleswig-Holstein,LBA,1100-600,NA,Unknown,"Effenberger 2018, Abb. 30",Panicum miliaceum,Panicum miliaceum,NA,13.8,NA,NA,x,xx,x,NA,NA
G,South Schleswig-Holstein,LBA,1100-600,NA,Unknown,"Effenberger 2018, Abb. 30",Avena sp.,Avena sp.,NA,5.1,NA,NA,x,x,x,NA,NA
G,South Schleswig-Holstein,LBA,1100-600,NA,Unknown,"Effenberger 2018, Abb. 30",Secale cereale,Secale cereale,NA,3.3,NA,NA,x,x,x,NA,NA
